path,min,max,type
TestScript.setup.action.assert.response,0,1,code
TestScript.setup.action.assert.responseCode,0,1,string
TestScript.setup.action.assert.sourceId,0,1,id
TestScript.setup.action.assert.stopTestOnFail,1,1,boolean
TestScript.setup.action.assert.validateProfileId,0,1,id
TestScript.setup.action.assert.value,0,1,string
TestScript.setup.action.assert.warningOnly,1,1,boolean
TestScript.setup.action.assert.requirement,0,*,BackboneElement
TestScript.setup.action.assert.requirement.id,0,1,http://hl7.org/fhirpath/System.String
TestScript.setup.action.assert.requirement.extension,0,*,Extension
TestScript.setup.action.assert.requirement.modifierExtension,0,*,Extension
TestScript.setup.action.assert.requirement.link[x],0,1,uri;canonical
TestScript.test,0,*,BackboneElement
TestScript.test.id,0,1,http://hl7.org/fhirpath/System.String
TestScript.test.extension,0,*,Extension
TestScript.test.modifierExtension,0,*,Extension
TestScript.test.name,0,1,string
TestScript.test.description,0,1,string
TestScript.test.action,1,*,BackboneElement
TestScript.test.action.id,0,1,http://hl7.org/fhirpath/System.String
TestScript.test.action.extension,0,*,Extension
TestScript.test.action.modifierExtension,0,*,Extension
TestScript.teardown,0,1,BackboneElement
TestScript.teardown.id,0,1,http://hl7.org/fhirpath/System.String
TestScript.teardown.extension,0,*,Extension
TestScript.teardown.modifierExtension,0,*,Extension
TestScript.teardown.action,1,*,BackboneElement
TestScript.teardown.action.id,0,1,http://hl7.org/fhirpath/System.String
TestScript.teardown.action.extension,0,*,Extension
TestScript.teardown.action.modifierExtension,0,*,Extension
